student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,drug_use,focus_index,burnout_level,productivity_score,exam_score
1703,17.0,Female,High School,1.84,3.18,1.46,0.61,1.52,9.01,5.62,141.0,374.0,Yes,0.0,Average,8.0,,38.6,34.44,31.49,29.36
1704,24.0,Male,Undergraduate ,5.47,3.44,1.91,4.42,2.35,6.31,10.31,17.0,206.0,no,1.0,Good,3.0,,28.96,59.75,22.85,2.47
1705,19.0,Male,Postgraduate,6.67,3.09,3.83,4.09,5.1,7.01,8.33,93.0,235.0,No,1.0,Average,7.0,,36.35,53.28,41.87,14.92
1706,25.0,Female,High School,4.8,3.66,1.89,2.11,1.69,6.61,5.96,56.0 min,125.0,No,1.0,Good,8.0,1.0,30.25,43.52,48.79,21.35
1707,19.0,Female,Postgraduate,3.69,2.31,2.5,2.26,,7.25,,129.0,335.0,Yes,0.0,Good,1.0,1.0,,40.59,11.35,1.0
1708,20.0,Male,High School,4.77,2.61,1.75,5.03,0.43,6.99,7.96,127.0 min,478.0,No,0.0,Average,6.0,,30.32,38.01,30.92,14.21
1709,17.0,Male,Postgraduate,4.9,2.16,2.31,4.67,3.0,6.97,10.06,139.0 min,253.0,Yes,1.0,Average,6.0,,24.96,53.71,38.31,12.62
1710,16.0,Male,High School,3.72,2.56,1.4,4.67,1.5,5.3,10.39,120.0,110.0,No,0.0,Good,3.0,,16.86,50.41,29.6,11.09
1711,19.0,Other,Postgraduate,4.64,0.24,1.93,3.6,0.0,7.2,6.08,91.0 min,,,1.0,Poor,4.0,,,48.95,32.69,13.61
1712,20.0,Female,High School,1.27,4.1,1.5,6.2,1.62,5.63,5.5,32.0,321.0,No,1.0,Poor,4.0,,15.73,57.08,1.0,1.0
1713,25.0,Female,High School,2.52,3.61,1.64,2.68,3.61,5.99,7.96,53.0,133.0,yes,1.0,Average,2.0,0.0,18.59,51.29,11.93,1.0
1714,18.0,Male,High School,4.84,2.37,2.19,2.6,1.28,7.68,10.76,65.0,213.0,No,0.0,Poor,9.0,,42.28,30.82,58.56,33.56
1715,20.0,Female,High School ,3.73,1.5,2.52,1.44,1.09,8.94,9.26,108.0,366.0,No,1.0,Good,6.0,,29.2,34.14,34.66,31.04
1716,24.0,,,7.75,2.76,,,,7.23,,,,,,,,,51.43,50.1,64.42,
1717,22.0,Female,Undergraduate,2.18,2.87,1.76,3.38,,7.32,5.39,59.0,242.0,,0.0,Poor,9.0,1.0,33.16,37.61,42.19,24.0
1718,23.0,Other,Postgraduate,4.69,3.33,1.42,3.53,1.4,7.46,8.04,,137.0,Yes,,Poor,10.0,,44.27,44.94,57.44,29.85
1719,19.0,Female,Postgraduate,5.95,0.67,1.32,5.2,1.57,7.17,9.13,34.0 min,61.0,Yes,0.0,Poor,3.0,,18.69,46.78,26.81,9.7
1720,24.0,Male,Postgraduate,6.25,2.99,2.29,3.4,2.84,6.27,6.32,62.0,,Yes,0.0,Poor,6.0,,32.34,,39.05,23.23
1721,21.0,,,,,,,,8.79,,,,Yes,,,,0.0,,,,
1722,21.0,Female,Postgraduate,6.69,0.86,1.52,2.15,4.49,7.63,4.89,104.0,270.0,Yes,0.0,Good,6.0,,29.47,32.91,54.23,27.79
1723,25.0,Other,Postgraduate,2.59,3.57,0.23,2.4,0.0,8.12,11.83,140.0,,yes,1.0,Average,7.0,,39.38,,27.78,10.81
1724,20.0,Female,Undergraduate,6.46,0.87,2.21,3.91,2.45,6.0,2.9,94.0,65.0,Yes,0.0,Average,8.0,0.0,31.53,31.4,64.89,40.51
1725,23.0,Male,Postgraduate ,5.32,3.2,3.06,2.46,1.19,7.15,5.88,99.0,395.0,Yes,1.0,Poor,2.0,1.0,34.64,51.31,36.25,17.09
1726,,Male,High School,5.9,3.51,0.61,6.01,2.26,5.95,6.47,87.0 min,214.0,No,0.0,Poor,8.0,,,34.36,45.21,
1727,22.0,Male,Undergraduate ,5.72,0.43,1.36,5.58,1.84,4.55,12.09,82.0,196.0,No,0.0,Good,4.0,1.0,16.8,57.01,21.78,1.0
1728,,,,,,,2.65,,,,121.0,24.0,,,,,,38.11,,,
1729,20.0,Male,High School,3.94,5.65,2.52,4.28,1.31,7.24,8.26,68.0,303.0,No,0.0,Good,7.0,,23.85,35.37,37.95,26.48
1730,19.0,Female,High School,5.33,2.94,2.58,2.43,2.39,9.63,9.13,24.0 min,476.0,No,1.0,Good,4.0,,34.09,39.36,35.68,16.68
1731,,,,,,,,,7.67,,,,,,,,,,,,
1732,19.0,Female,High School,4.21,3.59,3.35,4.49,0.29,5.81,8.47,14.0,7.0,No,1.0,Good,1.0,,20.6,39.7,17.76,2.06
1733,,,,,3.21,,2.15,,6.94,,,,,,,,,,,,
1734,25.0,Male,Postgraduate,6.54,2.45,0.08,5.06,1.43,5.97,5.19,8.0 min,54.0,Yes,1.0,Poor,10.0,,45.62,59.83,56.57,30.54
1735,24.0,Female,Postgraduate,4.45,2.24,0.39,0.0,2.27,7.65,5.83,19.0,202.0,No,1.0,Good,7.0,,44.07,60.52,46.23,17.62
1736,,,,7.13,,,0.19,,,,,,,,,,,,,,
1737,18.0,Female,High School,0.0,1.99,2.94,3.56,2.21,7.44,9.58,26.0,37.0,No,1.0,Average,3.0,,11.1,44.03,1.21,1.0
1738,24.0,,Undergraduate,4.12,,,0.93,0.09,7.13,10.71,137.0,248.0,no,1.0,Good,8.0,,42.76,54.67,43.63,30.44
1739,22.0,Other,Postgraduate ,2.95,4.65,1.85,4.79,0.0,7.53,6.42,67.0,,no,0.0,Good,4.0,1.0,12.61,36.37,18.29,4.87
1740,22.0,Female,High School,5.22,1.41,0.91,4.57,1.36,8.42,6.39,73.0,262.0,Yes,1.0,Good,10.0,1.0,30.18,47.53,56.62,21.73
1741,20.0,Female,Postgraduate,3.16,2.46,2.37,2.18,1.43,6.36,9.39,128.0,466.0,No,0.0,Poor,6.0,,19.58,51.83,24.85,14.55
1742,22.0,Male,Undergraduate ,4.11,4.01,1.43,3.6,2.57,4.26,3.41,97.0,52.0,Yes,1.0,Poor,2.0,,29.17,62.77,17.68,8.83
1743,24.0,Female,High School,2.91,3.31,2.46,5.39,0.0,7.62,7.91,80.0,126.0,No,0.0,Poor,4.0,,23.78,29.66,30.85,9.4
1744,21.0,Male,Undergraduate,2.92,2.04,1.09,3.07,2.13,6.68,9.22,66.0 min,379.0,Yes,0.0,Average,7.0,,14.33,59.01,23.75,1.0
1745,16.0,Female,Undergraduate ,4.87,1.25,0.86,1.52,0.59,8.29,9.06,19.0,423.0,No,1.0,Poor,8.0,,43.73,58.51,49.62,26.17
1746,20.0,,High School,2.19,1.61,1.7,1.43,1.94,8.77,,31.0,450.0,No,1.0,,6.0,1.0,24.02,36.4,23.14,9.3
1747,18.0,Female,High School ,7.97,2.44,3.34,6.88,1.61,9.61,6.0,68.0,475.0,Yes,1.0,Good,3.0,1.0,35.22,45.57,43.82,28.07
1748,18.0,Male,Postgraduate ,5.58,2.56,2.83,1.28,0.58,6.4,7.84,129.0,49.0,Yes,0.0,Average,3.0,1.0,28.46,48.42,32.97,8.63
1749,24.0,Female,High School,3.73,4.38,1.84,2.84,3.17,7.67,5.47,116.0,171.0,No,0.0,Average,7.0,,32.4,27.05,37.73,24.52
1750,,,,,,,,1.77,8.74,,,,Yes,,,,,,,,
1751,17.0,Male,Undergraduate,3.66,2.17,1.79,3.78,1.98,7.92,11.08,124.0,234.0,No,1.0,Good,9.0,1.0,41.73,41.69,49.48,24.97
1752,16.0,Male,High School,4.93,2.74,2.19,0.13,0.34,6.91,5.3,144.0,465.0,yes,1.0,Average,6.0,,37.15,55.18,34.92,25.99
1753,24.0,Male,Postgraduate,6.86,3.08,2.29,1.3,1.98,7.19,8.7,23.0,330.0,yes,1.0,Good,5.0,0.0,48.74,66.4,42.51,20.69
1754,23.0,Male,High School,5.73,2.57,2.55,2.59,0.0,6.58,6.58,46.0,460.0,Yes,0.0,Poor,1.0,,15.13,53.79,15.64,7.24
1755,25.0,Male,Postgraduate,6.2,1.6,2.86,2.54,1.75,5.99,7.19,4.0,454.0,yes,0.0,Poor,8.0,,37.46,53.89,45.93,20.65
1756,23.0,,,,,,,,,,,,,,,,0.0,,,,
1757,,Male,High School,4.24,,2.95,,,,,,,,,Average,,,,,,
1758,19.0,Other,Postgraduate,2.21,1.84,1.89,3.56,0.88,7.81,7.16,97.0,443.0,Yes,0.0,Average,4.0,1.0,13.65,42.57,23.26,10.76
1759,16.0,Male,High School,5.91,1.82,2.13,3.92,1.92,5.23,5.27,10.0,145.0,no,1.0,Good,5.0,,29.86,50.81,47.42,23.7
1760,17.0,Female,Postgraduate,5.78,3.11,1.07,3.06,3.6,4.26,7.31,113.0,326.0,No,1.0,Good,4.0,,,58.97,24.23,1.0
1761,,,,,,,0.36,,,,85.0,,Yes,,,,,,,,
1762,,,Postgraduate,,,,4.06,,,,,,,,,7.0,,,,40.68,
1763,,,,,4.05,,,,7.14,,,305.0,,,,,1.0,,,,
1764,,,Postgraduate,,,,,,7.36,9.61,141.0,,,,Average,,,,,,
1765,16.0,Female,High School,2.39,2.09,2.42,2.52,0.0,7.22,10.93,101.0,470.0,Yes,1.0,Good,8.0,0.0,26.57,59.25,29.27,12.38
1766,16.0,Female,Undergraduate ,3.42,2.79,1.65,0.89,0.62,8.14,11.32,73.0 min,386.0,No,1.0,Average,9.0,,41.83,51.08,51.44,25.74
1767,22.0,Male,High School,3.49,1.55,1.86,1.33,2.09,4.52,7.65,30.0,448.0,No,1.0,Average,1.0,,10.94,74.16,1.0,1.0
1768,19.0,Female,High School,1.55,1.44,2.04,3.94,2.16,6.89,8.56,19.0 min,425.0,Yes,1.0,Good,6.0,,14.52,66.55,11.51,1.0
1769,16.0,Male,Undergraduate,6.26,3.41,4.39,2.03,0.86,6.44,4.6,16.0,382.0,Yes,0.0,Average,6.0,,34.66,41.07,50.95,29.89
1770,22.0,Female,Postgraduate,4.38,2.74,2.72,3.7,0.99,8.05,9.87,63.0,220.0,No,0.0,Good,4.0,,32.54,37.5,30.51,6.34
1771,17.0,Male,Postgraduate,4.79,2.71,3.93,2.04,0.95,5.32,9.9,139.0,339.0,No,1.0,Average,9.0,,31.24,53.4,44.3,34.08
1772,23.0,Male,Postgraduate,4.64,2.2,3.14,2.36,3.56,7.04,8.15,109.0,428.0,yes,0.0,Good,6.0,,29.63,,33.44,11.87
1773,,Male,Undergraduate,2.96,0.0,2.87,1.35,2.99,5.98,,,145.0,No,0.0,Good,6.0,,9.31,30.5,17.64,1.63
1774,20.0,Female,Undergraduate,6.16,1.55,1.0,4.01,0.81,7.96,7.28,143.0 min,213.0,Yes,0.0,Good,2.0,1.0,32.55,41.02,30.46,13.07
1775,19.0,Other,Postgraduate,,1.12,1.95,0.92,0.0,4.09,7.47,61.0 min,109.0,,,Poor,,,30.29,43.74,37.97,19.71
1776,22.0,Female,High School,6.66,1.96,2.25,3.46,2.81,6.71,3.14,66.0,199.0,no,0.0,Poor,3.0,,27.44,33.37,36.43,6.55
1777,24.0,Female,Postgraduate,2.69,2.22,1.16,4.97,3.65,6.05,5.75,79.0,408.0,No,0.0,Poor,6.0,,15.72,43.94,19.97,1.0
1778,,Female,Postgraduate,4.85,2.14,2.05,4.03,3.08,7.54,3.67,136.0,164.0,,1.0,Average,7.0,,26.83,39.33,,16.35
1779,24.0,Male,Postgraduate,3.48,2.48,2.2,2.17,1.52,7.42,9.69,114.0,82.0,No,1.0,Average,3.0,0.0,25.51,51.03,17.89,2.97
1780,18.0,Male,High School,4.35,2.14,1.48,2.56,1.3,8.31,2.78,80.0,298.0,Yes,1.0,Good,4.0,,39.12,45.91,30.42,13.02
1781,21.0,Male,Postgraduate,2.21,5.21,2.56,3.13,3.89,7.33,4.85,97.0 min,242.0,Yes,0.0,Good,9.0,,36.72,40.46,45.65,17.8
1782,22.0,Female,Undergraduate,4.87,3.34,0.19,3.21,1.66,6.47,6.96,16.0,134.0,no,1.0,Poor,9.0,1.0,29.98,60.08,47.77,30.48
1783,16.0,Female,Postgraduate ,2.71,0.75,0.97,1.29,1.82,6.5,6.47,110.0,321.0,Yes,0.0,Average,10.0,0.0,34.73,46.15,35.1,14.64
1784,24.0,Other,High School,5.47,4.16,2.45,1.85,0.61,5.88,5.29,105.0,496.0,No,0.0,Poor,2.0,,29.02,43.02,32.25,12.59
1785,25.0,Male,High School ,4.98,2.6,0.49,3.32,1.88,6.96,,,11.0,No,0.0,Average,10.0,,24.33,28.98,62.18,35.68
1786,23.0,,,,,,3.38,,8.02,,,209.0,,,,,,,,,
1787,17.0,,,,,,1.9,,,,,,,,Good,,,,,,
1788,24.0,Male,Undergraduate,4.72,5.03,2.35,0.92,0.85,6.51,12.31,76.0,17.0,yes,0.0,Good,10.0,,45.77,56.6,60.24,34.79
1789,20.0,Female,Undergraduate,4.43,5.86,4.27,0.91,0.09,8.63,6.35,83.0,145.0,No,1.0,Poor,9.0,,46.79,31.03,49.98,35.14
1790,24.0,Female,Undergraduate,7.59,3.68,0.41,3.81,0.42,7.62,5.96,121.0,355.0,no,0.0,Good,8.0,1.0,48.14,18.43,69.32,39.99
1791,25.0,Male,Undergraduate,8.11,3.27,2.09,3.84,0.24,6.46,8.1,82.0,118.0,No,0.0,Good,10.0,,37.68,46.85,69.49,41.55
1792,23.0,Male,Undergraduate,6.33,2.28,2.14,4.37,1.61,7.39,6.47,84.0 min,43.0,No,1.0,Poor,8.0,,28.91,51.81,55.32,27.37
1793,18.0,Female,Undergraduate,4.95,3.22,2.99,0.72,2.15,9.05,7.41,59.0,264.0,No,0.0,Good,8.0,,42.81,15.21,62.33,36.35
1794,16.0,Female,Undergraduate ,4.67,4.55,2.78,1.79,1.8,8.14,5.62,60.0,451.0,Yes,0.0,Poor,2.0,,36.42,23.44,36.06,14.82
1795,17.0,Other,High School,6.64,0.75,2.43,4.1,0.89,7.53,10.12,46.0,277.0,Yes,1.0,Good,6.0,,32.47,78.49,41.41,5.0
1796,16.0,Male,Undergraduate,5.29,3.39,1.75,3.38,0.57,8.12,3.04,55.0,353.0,No,1.0,Poor,6.0,1.0,36.16,35.85,47.94,31.62
1797,18.0,Other,Undergraduate ,2.67,3.45,1.64,3.72,1.6,6.51,4.49,20.0,423.0,yes,1.0,Average,6.0,,31.3,75.73,15.19,4.28
1798,20.0,Male,Postgraduate,0.0,1.02,1.76,2.53,3.36,5.04,10.44,39.0 min,59.0,No,0.0,Poor,3.0,,8.18,58.42,3.13,1.0
1799,24.0,Male,High School,5.53,4.55,2.28,2.73,2.36,8.25,11.44,87.0,1.0,Yes,1.0,Good,2.0,0.0,31.74,53.5,27.84,15.7
1800,19.0,Female,Postgraduate,5.21,3.4,1.38,2.99,3.14,8.3,11.51,46.0,353.0,No,0.0,Good,7.0,,35.02,38.42,48.42,29.39
1801,22.0,Male,Postgraduate,2.37,3.89,3.44,5.2,2.23,4.77,6.11,10.0,326.0,Yes,1.0,Average,6.0,,19.75,78.61,12.74,1.0
1802,23.0,Male,Undergraduate,4.23,1.9,2.1,2.16,0.67,5.0,9.12,138.0,87.0,No,1.0,Good,3.0,,30.12,56.07,20.52,7.44
1803,20.0,Female,Undergraduate,1.81,2.41,1.57,0.33,1.58,8.9,6.61,110.0,265.0,Yes,1.0,Good,2.0,,30.64,31.17,23.62,17.1
1804,17.0,Other,Postgraduate,3.7,2.77,2.03,3.86,,5.78,10.63,119.0,494.0,yes,1.0,Good,7.0,,26.8,78.69,29.47,
1805,23.0,Male,High School,2.21,2.86,2.01,5.77,1.05,7.39,7.47,84.0,57.0,no,1.0,Average,5.0,1.0,20.27,40.5,36.24,19.27
1806,,Female,Postgraduate,3.04,1.64,3.31,,0.56,6.68,4.4,87.0,436.0,,1.0,Average,2.0,,27.74,46.42,17.27,1.0
1807,17.0,Male,,4.61,,,,,,11.66,,,,,Average,,0.0,,,,
1808,22.0,Male,High School,5.53,3.05,4.04,0.55,2.05,7.29,6.32,70.0,89.0,yes,1.0,Poor,1.0,,33.88,52.24,29.89,18.02
1809,19.0,Female,Undergraduate,5.82,2.61,1.88,3.89,1.17,7.24,4.78,76.0,257.0,No,1.0,Good,4.0,,29.25,45.2,39.55,17.41
1810,18.0,Male,High School,4.36,5.07,2.79,2.85,0.87,6.19,8.34,88.0,182.0,yes,0.0,Average,5.0,,25.44,45.42,22.57,9.32
1811,23.0,Male,Undergraduate,2.16,4.19,1.49,1.89,1.24,4.88,6.44,45.0,492.0,No,0.0,Poor,6.0,,26.87,46.72,40.74,19.39
1812,24.0,Male,Undergraduate,1.98,3.02,1.47,4.04,0.99,8.97,10.96,129.0,253.0,no,0.0,Average,6.0,,16.99,33.2,26.95,9.41
1813,22.0,Female,High School,4.62,2.49,1.59,3.21,0.0,8.96,7.46,128.0,88.0,Yes,0.0,Good,7.0,,44.31,31.53,66.46,45.2
1814,25.0,,,,,,,,,,,121.0,,,,,,,58.45,,
1815,16.0,Male,Postgraduate ,6.18,1.81,1.6,1.22,0.25,7.06,5.59,59.0,336.0,Yes,1.0,Poor,3.0,,34.94,56.21,36.19,12.6
1816,23.0,Female,High School,5.87,3.15,0.17,5.4,1.44,7.81,3.58,126.0 min,393.0,Yes,0.0,Poor,3.0,,27.52,40.07,32.26,13.43
1817,24.0,Male,High School ,6.09,3.55,4.73,2.87,1.42,4.69,6.49,120.0,53.0,No,0.0,Poor,4.0,,29.66,38.13,37.25,25.82
1818,25.0,Male,High School,5.03,1.38,2.24,1.34,3.06,4.15,7.7,78.0,368.0,no,0.0,Good,4.0,,27.9,45.37,29.2,25.33
1819,17.0,Male,Postgraduate,6.23,2.69,3.48,2.41,3.35,7.3,1.61,39.0,297.0,yes,1.0,Average,9.0,,30.98,46.98,59.71,28.9
1820,18.0,Other,High School,2.16,4.13,4.04,2.05,1.59,7.77,10.72,127.0,397.0,yes,1.0,Average,5.0,1.0,20.22,57.61,17.39,4.58
1821,20.0,Female,Undergraduate,4.95,2.14,5.18,3.9,1.25,7.69,3.95,118.0,150.0,Yes,0.0,Good,1.0,,17.39,27.25,28.49,7.34
1822,25.0,Female,High School ,5.04,3.98,2.12,2.52,2.67,7.34,8.51,2.0,371.0,yes,0.0,Average,4.0,1.0,32.18,57.18,36.47,19.03
1823,16.0,Male,Postgraduate,6.55,2.7,2.43,4.86,1.43,,10.06,145.0,238.0,Yes,1.0,Good,,,30.19,,47.03,25.14
1824,18.0,Female,Postgraduate ,5.05,2.1,2.27,4.88,4.04,5.29,7.96,76.0,79.0,Yes,1.0,Poor,6.0,1.0,19.15,65.45,35.49,5.14
1825,16.0,Male,Undergraduate,6.55,0.81,2.23,2.88,0.49,6.28,8.02,72.0,465.0,Yes,0.0,Average,10.0,,42.83,47.45,72.82,36.1
1826,,Female,,,1.92,,,0.88,7.37,,,,,,,10.0,,,,,39.42
1827,24.0,,,,0.0,,,,,,,,,,Average,2.0,,,,,
1828,20.0,Female,Undergraduate ,6.07,2.34,1.88,3.01,2.53,6.29,3.61,78.0,102.0,Yes,0.0,Poor,2.0,0.0,20.87,35.43,34.5,19.27
1829,16.0,Male,High School,5.22,2.26,2.14,2.15,2.48,4.0,4.43,120.0 min,166.0,No,0.0,Average,4.0,1.0,20.85,40.84,,21.52
1830,25.0,Female,High School ,7.3,4.2,2.73,1.87,3.16,8.07,4.89,74.0 min,54.0,No,0.0,Poor,8.0,,36.26,12.09,70.98,45.75
1831,24.0,Other,Undergraduate,5.54,3.0,0.58,2.56,1.96,6.91,6.97,78.0,203.0,No,0.0,Good,3.0,1.0,28.29,31.75,41.42,19.34
1832,25.0,Female,Undergraduate,5.37,2.24,2.34,3.51,2.4,7.2,3.81,50.0,84.0,No,0.0,Average,2.0,,26.59,25.6,30.81,31.2
1833,24.0,,,,,,,,,,,,Yes,,,3.0,,,72.37,,
1834,23.0,Male,Undergraduate,7.12,1.0,1.41,4.42,2.58,5.73,10.18,117.0,382.0,Yes,0.0,Good,10.0,,34.57,65.08,63.35,30.52
1835,23.0,Male,High School,3.82,2.87,1.62,3.31,0.0,6.87,6.33,119.0,186.0,no,1.0,Poor,3.0,,23.64,50.9,19.8,10.08
1836,24.0,Male,Undergraduate,4.96,1.94,1.61,,2.73,6.93,4.43,76.0 min,358.0,No,1.0,Poor,1.0,,4.36,38.6,17.01,
1837,24.0,Female,High School,5.05,2.71,2.71,0.95,0.0,7.2,9.13,124.0,438.0,Yes,1.0,Average,5.0,1.0,43.33,63.69,35.35,23.51
1838,16.0,Female,High School,7.07,1.62,0.73,2.27,3.97,7.26,8.07,112.0,291.0,no,1.0,Good,7.0,,36.67,54.24,50.21,29.7
1839,19.0,Female,Postgraduate,7.61,2.59,1.09,1.91,1.92,6.48,6.81,145.0,273.0,yes,,Poor,,1.0,33.99,55.97,41.94,
1840,17.0,Male,Undergraduate,3.75,1.7,2.89,3.42,1.64,6.45,7.44,75.0,405.0,No,0.0,Poor,9.0,1.0,29.96,41.19,40.65,22.42
1841,17.0,Male,Postgraduate,2.94,1.41,1.76,1.73,3.69,6.59,7.99,135.0,117.0,Yes,1.0,Good,4.0,,26.78,61.23,20.88,9.09
1842,16.0,Male,Postgraduate ,7.53,4.05,3.22,1.86,1.21,6.66,8.85,35.0,375.0,No,0.0,Good,9.0,,41.41,39.24,73.08,35.17
1843,21.0,Female,High School,2.48,3.65,2.15,4.39,1.96,5.34,10.11,86.0,245.0,No,0.0,Good,10.0,,30.93,33.79,45.74,26.31
1844,17.0,Other,High School ,2.45,2.65,2.17,3.14,3.24,7.87,5.61,26.0,204.0,No,0.0,Poor,2.0,1.0,15.76,31.49,17.19,1.68
1845,25.0,Male,High School,2.11,1.19,2.45,4.26,0.61,8.0,9.93,79.0,468.0,Yes,1.0,Good,9.0,,30.47,52.21,31.7,6.91
1846,22.0,Male,Undergraduate,3.53,2.59,2.37,3.37,0.0,8.27,5.28,70.0,427.0,Yes,1.0,Good,9.0,1.0,35.4,48.85,46.11,29.8
1847,24.0,Male,Undergraduate,3.32,1.43,1.78,1.42,1.61,8.15,12.24,88.0,119.0,No,1.0,Average,2.0,,20.59,46.89,28.22,1.0
1848,16.0,Male,High School,6.61,2.88,2.13,1.76,0.0,6.75,3.55,79.0,222.0,Yes,1.0,Average,9.0,,41.14,57.51,51.34,20.51
1849,18.0,Male,High School,6.0,1.94,0.85,3.35,1.49,6.67,6.93,134.0,347.0,No,0.0,Average,6.0,,34.53,33.6,55.49,28.14
1850,19.0,Female,High School,4.74,0.57,3.52,,1.3,6.9,4.96,125.0,438.0,Yes,,Poor,3.0,0.0,15.95,39.36,19.51,1.0
1851,24.0,Male,High School,0.64,3.84,0.0,3.48,2.02,7.0,7.21,145.0,358.0,yes,0.0,Good,9.0,,23.6,40.4,22.38,1.89
1852,25.0,Other,Undergraduate,3.71,4.65,1.66,4.36,2.91,9.48,6.37,110.0,111.0,No,1.0,Poor,7.0,1.0,32.74,25.35,48.49,28.94
1853,21.0,Other,Postgraduate,2.82,4.47,2.35,3.55,1.55,7.42,7.93,109.0 min,49.0,yes,1.0,Average,2.0,,25.65,49.78,23.95,9.32
1854,17.0,Female,Postgraduate,3.25,4.56,2.71,4.65,0.05,7.84,2.91,24.0,460.0,no,1.0,Poor,10.0,,37.1,41.62,45.94,22.74
1855,19.0,Female,High School,2.84,1.44,0.8,7.07,2.8,7.31,5.92,149.0,21.0,No,1.0,Average,4.0,,6.15,39.42,5.68,4.16
1856,19.0,Male,Postgraduate,5.79,1.88,2.31,0.42,1.12,5.81,5.11,78.0,5.0,No,0.0,Average,9.0,,48.23,27.24,68.35,47.61
1857,24.0,Male,High School ,3.86,3.73,,3.53,1.78,8.2,1.17,144.0,218.0,,0.0,Average,,,35.92,11.28,53.05,33.78
1858,,,Postgraduate,,,,,,,11.02,,,,,Good,,,,,,
1859,16.0,Female,High School,3.13,1.44,1.19,4.65,0.93,7.07,6.59,77.0 min,425.0,Yes,1.0,Poor,8.0,,34.33,68.65,30.56,3.44
1860,16.0,Male,Postgraduate,1.49,3.32,1.49,4.27,2.47,6.98,7.92,97.0,412.0,No,0.0,Average,7.0,,20.0,40.8,26.41,19.1
1861,,,,,2.37,,,,,,29.0,,,,,,,37.64,51.46,59.61,
1862,17.0,,,,,,,,6.68,,,413.0,,,,,,,,,
1863,23.0,Male,High School,3.3,1.83,4.44,5.62,0.0,6.77,6.37,20.0,128.0,No,0.0,Good,3.0,,19.44,43.58,20.36,1.0
1864,25.0,Male,High School,2.87,4.11,3.41,2.41,3.28,5.08,9.79,82.0,355.0,No,0.0,Average,4.0,,15.32,49.6,23.31,6.32
1865,,,,,2.66,,,1.76,,,,,,,,1.0,,,,,
1866,20.0,Female,High School,2.08,2.11,2.44,5.18,4.48,9.18,4.86,100.0,474.0,No,0.0,Average,5.0,,17.94,33.3,19.89,4.54
1867,,,,,,2.82,,,,,,,,,,,0.0,,,49.27,
1868,21.0,Other,Postgraduate,4.08,3.92,1.63,1.57,1.43,6.29,8.68,93.0,258.0,Yes,1.0,,2.0,,26.38,60.6,,6.6
1869,20.0,Male,High School ,4.24,0.4,2.19,4.92,3.37,8.68,1.0,136.0,305.0,Yes,0.0,Poor,10.0,,32.2,6.75,65.97,43.46
1870,25.0,Female,Undergraduate,7.69,1.47,2.76,3.41,2.93,9.21,7.56,16.0,476.0,no,1.0,Average,4.0,,39.54,41.88,51.59,28.58
1871,20.0,Female,High School,6.47,1.7,2.65,1.42,1.69,6.92,5.18,60.0,315.0,No,1.0,Average,4.0,1.0,30.83,50.42,43.78,18.11
1872,16.0,Female,Postgraduate ,1.93,2.13,2.78,4.59,0.76,8.64,1.47,8.0,,yes,1.0,,2.0,,11.72,42.64,6.66,1.0
1873,17.0,Female,High School,5.23,0.65,0.93,0.98,1.21,8.37,10.8,13.0,456.0,Yes,0.0,Average,10.0,1.0,50.17,50.09,67.34,47.95
1874,25.0,Male,Undergraduate ,6.75,2.75,4.58,1.38,0.39,7.86,6.98,3.0,488.0,yes,1.0,Good,4.0,,38.91,45.84,42.04,18.27
1875,22.0,Male,Undergraduate,3.51,2.09,2.31,1.11,2.2,7.02,1.83,148.0,430.0,Yes,,Poor,8.0,,38.94,49.58,,18.57
1876,22.0,Other,Undergraduate ,4.84,0.39,,3.84,1.62,10.0,8.76,57.0,238.0,no,,Good,7.0,1.0,,34.39,43.62,15.58
1877,25.0,Other,Undergraduate ,3.49,4.33,1.84,2.61,1.46,5.82,7.79,83.0 min,353.0,No,0.0,Average,2.0,,18.65,37.31,16.56,11.37
1878,24.0,Other,Postgraduate,3.02,1.14,2.04,3.82,4.96,5.62,3.2,26.0,195.0,yes,0.0,Poor,5.0,0.0,11.19,52.88,25.33,15.34
1879,17.0,Other,Postgraduate ,4.83,1.67,0.61,2.3,2.33,8.91,8.92,34.0,195.0,No,1.0,Average,8.0,1.0,33.14,44.16,48.77,
1880,17.0,Female,Postgraduate,3.16,2.91,1.83,4.49,2.57,6.35,8.67,149.0,408.0,No,1.0,Good,4.0,,32.06,53.13,28.54,3.04
1881,25.0,Female,Postgraduate,3.94,2.77,0.0,2.5,0.69,7.88,9.32,26.0,398.0,no,0.0,Good,10.0,,40.1,45.85,53.49,37.55
1882,17.0,Female,High School,4.96,4.1,4.24,3.95,0.0,5.15,6.58,34.0 min,285.0,yes,0.0,Good,9.0,,33.87,61.92,49.71,19.9
1883,22.0,Male,Postgraduate,2.32,1.44,2.33,5.49,0.0,8.16,12.58,80.0 min,152.0,No,0.0,Average,3.0,,4.36,23.46,17.02,14.06
1884,16.0,,,6.03,,,1.85,,,,,,Yes,,Poor,4.0,,,,,
1885,,,,5.7,,2.94,,,6.71,,,,,,,6.0,1.0,,,,
